kind,en,it,source
item,Electirizer,Elettritore,pokeapi:item_names.csv
item,Electric Gem,Bijouelettro,pokeapi:item_names.csv
item,Electric Memory,ROM Elettro,pokeapi:item_names.csv
item,Electric Seed,Elettroseme,pokeapi:item_names.csv
item,Electric Tera Shard,Teralite Elettro,pokeapi:item_names.csv
item,Electrium Z,Electrium Z,pokeapi:item_names.csv
item,Elevator Key,Chiave ascensore,pokeapi:item_names.csv
item,Elixir,Elisir,pokeapi:item_names.csv
item,Endorsement,Referenze,pokeapi:item_names.csv
item,Energy Powder,Polvenergia,pokeapi:item_names.csv
item,Energy Root,Radicenergia,pokeapi:item_names.csv
item,Enigma Berry,Baccaenigma,pokeapi:item_names.csv
item,Enigma Stone,Misticristal,pokeapi:item_names.csv
item,Enigmatic Card,Lettera segreta,pokeapi:item_names.csv
item,Eon Flute,Flauto Eone,pokeapi:item_names.csv
item,Eon Ticket,Biglietto Eone,pokeapi:item_names.csv
item,Escape Rope,Fune di fuga,pokeapi:item_names.csv
item,Ether,Etere,pokeapi:item_names.csv
item,Everstone,Pietrastante,pokeapi:item_names.csv
item,Eviolite,Evolcondensa,pokeapi:item_names.csv
item,Exeggcute Candy,Caramella Exeggcute,pokeapi:item_names.csv
item,Exercise Ball,Palla fitness,pokeapi:item_names.csv
item,Exp. Candy L,Caram. Esp. L,pokeapi:item_names.csv
item,Exp. Candy M,Caram. Esp. M,pokeapi:item_names.csv
item,Exp. Candy S,Caram. Esp. S,pokeapi:item_names.csv
item,Exp. Candy XL,Caram. Esp. XL,pokeapi:item_names.csv
item,Exp. Candy XS,Caram. Esp. XS,pokeapi:item_names.csv
item,Exp. Charm,Esperienzamuleto,pokeapi:item_names.csv
item,Exp. Share,Condividi esp.,pokeapi:item_names.csv
item,Expert Belt,Abilcintura,pokeapi:item_names.csv
item,Explorer Kit,Esplorokit,pokeapi:item_names.csv
item,Fab Mail,Mess. Lusso,pokeapi:item_names.csv
item,Fairium Z,Follectium Z,pokeapi:item_names.csv
item,Fairy Feather,Piuma fatata,pokeapi:item_names.csv
item,Fairy Gem,Bijoufolletto,pokeapi:item_names.csv
item,Fairy Memory,ROM Folletto,pokeapi:item_names.csv
item,Fairy Tera Shard,Teralite Folletto,pokeapi:item_names.csv
item,Falinks Sweat,Sudore di Falinks,pokeapi:item_names.csv
item,Fame Checker,PokéVIP,pokeapi:item_names.csv
item,Fancy Apple,Mela prelibata,pokeapi:item_names.csv
item,Farfetch’d Candy,Caramella Farfetch’d,pokeapi:item_names.csv
item,Fashion Case,Scatola Chic,pokeapi:item_names.csv
item,Fast Ball,Rapid Ball,pokeapi:item_names.csv
item,Favored Mail,Messaggio TVB,pokeapi:item_names.csv
item,Feather Ball,Piuma Ball,pokeapi:item_names.csv
item,Feebas Scales,Squama di Feebas,pokeapi:item_names.csv
item,Festival Ticket,Festicket,pokeapi:item_names.csv
item,Fidough Fur,Pelo di Fidough,pokeapi:item_names.csv
item,Fighting Gem,Bijoulotta,pokeapi:item_names.csv
item,Fighting Memory,ROM Lotta,pokeapi:item_names.csv
item,Fighting Tera Shard,Teralite Lotta,pokeapi:item_names.csv
item,Fightinium Z,Luctium Z,pokeapi:item_names.csv
item,Figy Berry,Baccafico,pokeapi:item_names.csv
item,Finizen Mucus,Muco di Finizen,pokeapi:item_names.csv
item,Finneon Scales,Squama di Finneon,pokeapi:item_names.csv
item,Fire Gem,Bijoufuoco,pokeapi:item_names.csv
item,Fire Memory,ROM Fuoco,pokeapi:item_names.csv
item,Fire Pattern Cup,Tazza con fiamme,pokeapi:item_names.csv
item,Fire Stone,Pietrafocaia,pokeapi:item_names.csv
item,Fire Tera Shard,Teralite Fuoco,pokeapi:item_names.csv
item,Firium Z,Pirium Z,pokeapi:item_names.csv
item,Fishing Rod,Amo,pokeapi:item_names.csv
item,Fist Plate,Lastrapugno,pokeapi:item_names.csv
item,Flabébé Pollen,Polline di Flabébé,pokeapi:item_names.csv
item,Flame Mail,Mess. Fiamma,pokeapi:item_names.csv
item,Flame Orb,Fiammosfera,pokeapi:item_names.csv
item,Flame Plate,Lastrarogo,pokeapi:item_names.csv
item,Flamigo Down,Piuma di Flamigo,pokeapi:item_names.csv
item,Fletchling Feather,Penna di Fletchling,pokeapi:item_names.csv
item,Flittle Down,Piuma di Flittle,pokeapi:item_names.csv
item,Float Stone,Pietralieve,pokeapi:item_names.csv
item,Flower Pattern Cup,Tazza a fiori,pokeapi:item_names.csv
item,Flower Sweet,Bonbonfiore,pokeapi:item_names.csv
item,Fluffy Tail,Coda Skitty,pokeapi:item_names.csv
item,Flying Gem,Bijouvolante,pokeapi:item_names.csv
item,Flying Memory,ROM Volante,pokeapi:item_names.csv
item,Flying Tera Shard,Teralite Volante,pokeapi:item_names.csv
item,Flyinium Z,Volantium Z,pokeapi:item_names.csv
item,Focus Band,Bandana,pokeapi:item_names.csv
item,Focus Sash,Focalnastro,pokeapi:item_names.csv
item,Fomantis Leaf,Foglia di Fomantis,pokeapi:item_names.csv
item,Foongus Spores,Spore di Foongus,pokeapi:item_names.csv
item,Forage Bag,Portaingredienti,pokeapi:item_names.csv
item,Fossilized Bird,Ornitofossile,pokeapi:item_names.csv
item,Fossilized Dino,Plesiofossile,pokeapi:item_names.csv
item,Fossilized Drake,Dracofossile,pokeapi:item_names.csv
item,Fossilized Fish,Ittiofossile,pokeapi:item_names.csv
item,Fresh Cream,Panna da cucina,pokeapi:item_names.csv
item,Fresh Water,Acqua fresca,pokeapi:item_names.csv
item,Fried Fillet,Filetto impanato,pokeapi:item_names.csv
item,Fried Food,Fritto misto,pokeapi:item_names.csv
item,Friend Ball,Friend Ball,pokeapi:item_names.csv
item,Frigibax Scales,Squama di Frigibax,pokeapi:item_names.csv
item,Fruit Bunch,Frutti,pokeapi:item_names.csv
item,Full Heal,Cura totale,pokeapi:item_names.csv
item,Full Incense,Gonfioaroma,pokeapi:item_names.csv
item,Full Restore,Ricarica totale,pokeapi:item_names.csv
item,GB Sounds,Lettore GB,pokeapi:item_names.csv
item,Galactic Key,Galachiave,pokeapi:item_names.csv
item,Galarica Cuff,Fascia Galarnoce,pokeapi:item_names.csv
item,Galarica Twig,Ramo Galarnoce,pokeapi:item_names.csv
item,Galarica Wreath,Corona Galarnoce,pokeapi:item_names.csv
item,Galladite,Galladite,pokeapi:item_names.csv
item,Ganlon Berry,Baccalongan,pokeapi:item_names.csv
item,Garchompite,Garchompite,pokeapi:item_names.csv
item,Gardevoirite,Gardevoirite,pokeapi:item_names.csv
item,Gastly Candy,Caramella Gastly,pokeapi:item_names.csv
item,Gastly Gas,Gas di Gastly,pokeapi:item_names.csv
item,Gengarite,Gengarite,pokeapi:item_names.csv
item,Genius Feather,Piumingegno,pokeapi:item_names.csv
item,Genius Mochi,Mochi dell’ingegno,pokeapi:item_names.csv
item,Gentle Mint,Menta Gentile,pokeapi:item_names.csv
item,Geodude Candy,Caramella Geodude,pokeapi:item_names.csv
item,Geodude Fragment,Frammento di Geodude,pokeapi:item_names.csv
item,Ghost Gem,Bijouspettro,pokeapi:item_names.csv
item,Ghost Memory,ROM Spettro,pokeapi:item_names.csv
item,Ghost Tera Shard,Teralite Spettro,pokeapi:item_names.csv
item,Ghostium Z,Spectrium Z,pokeapi:item_names.csv
item,Gible Scales,Squama di Gible,pokeapi:item_names.csv
item,Gigantamix,Gigaspezia,pokeapi:item_names.csv
item,Gigaton Ball,Gigaton Ball,pokeapi:item_names.csv
item,Gimmighoul Coin,Moneta di Gimmighoul,pokeapi:item_names.csv
item,Girafarig Fur,Pelo di Girafarig,pokeapi:item_names.csv
item,Glalitite,Glalite,pokeapi:item_names.csv
item,Gligar Fang,Zanna di Gligar,pokeapi:item_names.csv
item,Glimmering Charm,Brillamuleto,pokeapi:item_names.csv
item,Glimmet Crystal,Cristallo di Glimmet,pokeapi:item_names.csv
item,Glitter Mail,Mess. Luci,pokeapi:item_names.csv
item,Go-Goggles,Occhialoni,pokeapi:item_names.csv
item,Gold Bottle,Borraccia oro,pokeapi:item_names.csv
item,Gold Bottle Cap,Tappo d’oro,pokeapi:item_names.csv
item,Gold Cup,Tazza oro,pokeapi:item_names.csv
item,Gold Leaf,Fogliadoro,pokeapi:item_names.csv
item,Gold Pick,Stecchino oro,pokeapi:item_names.csv
item,Gold Teeth,Denti d’oro,pokeapi:item_names.csv
item,Goldeen Candy,Caramella Goldeen,pokeapi:item_names.csv
item,Golden Nanab Berry,Baccabana dorata,pokeapi:item_names.csv
item,Golden Pinap Berry,Baccananas dorata,pokeapi:item_names.csv
item,Golden Razz Berry,Baccalampon dorata,pokeapi:item_names.csv
item,Good Rod,Amo Buono,pokeapi:item_names.csv
item,Gooey Mulch,Fertilcolla,pokeapi:item_names.csv
item,Goomy Goo,Bava di Goomy,pokeapi:item_names.csv
item,Gothita Eyelash,Ciglia di Gothita,pokeapi:item_names.csv
item,Gracidea,Gracidea,pokeapi:item_names.csv
item,Gram 1,Missiva 1,pokeapi:item_names.csv
item,Gram 2,Missiva 2,pokeapi:item_names.csv
item,Gram 3,Missiva 3,pokeapi:item_names.csv
item,Grass Gem,Bijouerba,pokeapi:item_names.csv
item,Grass Mail,Mess. Erba,pokeapi:item_names.csv
item,Grass Memory,ROM Erba,pokeapi:item_names.csv
item,Grass Tera Shard,Teralite Erba,pokeapi:item_names.csv
item,Grassium Z,Herbium Z,pokeapi:item_names.csv
item,Grassy Seed,Erbaseme,pokeapi:item_names.csv
item,Great Ball,Mega Ball,pokeapi:item_names.csv
item,Greavard Wax,Cera di Greavard,pokeapi:item_names.csv
item,Green Apricorn,Ghicocca Verde,pokeapi:item_names.csv
item,Green Bell Pepper,Peperone verde,pokeapi:item_names.csv
item,Green Dish,Piatto verde,pokeapi:item_names.csv
item,Green Petal,Petalo verde,pokeapi:item_names.csv
item,Green Poké Ball Pick,Stecchino Ball verde,pokeapi:item_names.csv
item,Green Scarf,Fascia Verde,pokeapi:item_names.csv
item,Green Shard,Coccio Verde,pokeapi:item_names.csv
item,Greet Mail,Messaggio Inizio,pokeapi:item_names.csv
item,Grepa Berry,Baccauva,pokeapi:item_names.csv
item,Grimer Candy,Caramella Grimer,pokeapi:item_names.csv
item,Grimer Toxin,Tossine di Grimer,pokeapi:item_names.csv
item,Grip Claw,Presartigli,pokeapi:item_names.csv
item,Griseous Core,Grigiosferoide,pokeapi:item_names.csv
item,Griseous Orb,Grigiosfera,pokeapi:item_names.csv
item,Ground Gem,Bijouterra,pokeapi:item_names.csv
item,Ground Memory,ROM Terra,pokeapi:item_names.csv
item,Ground Tera Shard,Teralite Terra,pokeapi:item_names.csv
item,Groundium Z,Terrium Z,pokeapi:item_names.csv
item,Growlithe Candy,Caramella Growlithe,pokeapi:item_names.csv
item,Growlithe Fur,Pelo di Growlithe,pokeapi:item_names.csv
item,Growth Mulch,Fertilrapido,pokeapi:item_names.csv
item,Grubbin Thread,Filo di Grubbin,pokeapi:item_names.csv
item,Grubby Hanky,Pezza Sporca,pokeapi:item_names.csv
item,Guard Spec.,Superguardia,pokeapi:item_names.csv
item,Gulpin Mucus,Muco di Gulpin,pokeapi:item_names.csv
item,Gyaradosite,Gyaradosite,pokeapi:item_names.csv
item,HM01,MN01,pokeapi:item_names.csv
item,HM02,MN02,pokeapi:item_names.csv
item,HM03,MN03,pokeapi:item_names.csv
item,HM04,MN04,pokeapi:item_names.csv
item,HM05,MN05,pokeapi:item_names.csv
item,HM06,MN06,pokeapi:item_names.csv
item,HM07,MN07,pokeapi:item_names.csv
item,HM08,MN08,pokeapi:item_names.csv
item,HP Up,PS-Su,pokeapi:item_names.csv
item,Haban Berry,Baccahaban,pokeapi:item_names.csv
item,Ham,Prosciutto cotto,pokeapi:item_names.csv
item,Hamburger,Hamburger grigliato,pokeapi:item_names.csv
item,Happiny Dust,Oggetto di Happiny,pokeapi:item_names.csv
item,Harbor Mail,Mess. Porto,pokeapi:item_names.csv
item,Hard Stone,Pietradura,pokeapi:item_names.csv
item,Hasty Mint,Menta Lesta,pokeapi:item_names.csv
item,Hatenna Dust,Oggetto di Hatenna,pokeapi:item_names.csv
item,Hawlucha Down,Piuma di Hawlucha,pokeapi:item_names.csv
item,Heal Ball,Cura Ball,pokeapi:item_names.csv
item,Heal Powder,Polvocura,pokeapi:item_names.csv
item,Health Candy,Caramella vitalità S,pokeapi:item_names.csv
item,Health Candy L,Caramella vitalità M,pokeapi:item_names.csv
item,Health Candy XL,Caramella vitalità L,pokeapi:item_names.csv
item,Health Feather,Piumsalute,pokeapi:item_names.csv
item,Health Mochi,Mochi della salute,pokeapi:item_names.csv
item,Heart Mail,Mess. Cuore,pokeapi:item_names.csv
item,Heart Scale,Squama Cuore,pokeapi:item_names.csv
item,Hearthflame Mask,Maschera Focolare,pokeapi:item_names.csv
item,Heat Rock,Rocciacalda,pokeapi:item_names.csv
item,Heavy Ball,Peso Ball,pokeapi:item_names.csv
item,Heavy-Duty Boots,Scarponi robusti,pokeapi:item_names.csv
item,Helix Fossil,Helixfossile,pokeapi:item_names.csv
item,Heracronite,Heracrossite,pokeapi:item_names.csv
item,Heracross Claw,Artiglio di Heracross,pokeapi:item_names.csv
item,Herbed Sausage,Salsiccia alle erbe,pokeapi:item_names.csv
item,Heroic Sword Pick,Stecchino spadone,pokeapi:item_names.csv
item,Hi-tech Earbuds,Supertappi,pokeapi:item_names.csv
item,Hippopotas Sand,Sabbia di Hippopotas,pokeapi:item_names.csv
item,Hitmonchan Candy,Caramella Hitmonchan,pokeapi:item_names.csv
item,Hitmonlee Candy,Caramella Hitmonlee,pokeapi:item_names.csv
item,Holo Caster,Holovox,pokeapi:item_names.csv
item,Hondew Berry,Baccamelon,pokeapi:item_names.csv
item,Honey,Miele,pokeapi:item_names.csv
item,Honor of Kalos,Emblema di Kalos,pokeapi:item_names.csv
item,Hoothoot Feather,Penna di Hoothoot,pokeapi:item_names.csv
item,Hoppip Leaf,Foglia di Hoppip,pokeapi:item_names.csv
item,Horsea Candy,Caramella Horsea,pokeapi:item_names.csv
item,Horseradish,Rafano,pokeapi:item_names.csv
item,Houndoominite,Houndoomite,pokeapi:item_names.csv
item,Houndour Fang,Zanna di Houndour,pokeapi:item_names.csv
item,Hyper Potion,Iperpozione,pokeapi:item_names.csv
item,Iapapa Berry,Baccapaia,pokeapi:item_names.csv
item,Ice Gem,Bijoughiaccio,pokeapi:item_names.csv
item,Ice Heal,Antigelo,pokeapi:item_names.csv
item,Ice Memory,ROM Ghiaccio,pokeapi:item_names.csv
item,Ice Stone,Pietragelo,pokeapi:item_names.csv
item,Ice Tera Shard,Teralite Ghiaccio,pokeapi:item_names.csv
item,Iceroot Carrot,Carota algida,pokeapi:item_names.csv
item,Icicle Plate,Lastragelo,pokeapi:item_names.csv
item,Icium Z,Glacium Z,pokeapi:item_names.csv
item,Icy Rock,Rocciafredda,pokeapi:item_names.csv
item,Igglybuff Fluff,Pelo di Igglybuff,pokeapi:item_names.csv
item,Ilima Normalium Z,Normium Z Liam,pokeapi:item_names.csv
item,Illumise Fluid,Fluido di Illumise,pokeapi:item_names.csv
item,Impidimp Hair,Pelo di Impidimp,pokeapi:item_names.csv
item,Impish Mint,Menta Scaltra,pokeapi:item_names.csv
item,Incinium Z,Incineronium Z,pokeapi:item_names.csv
item,Indeedee Fur,Pelo di Indeedee,pokeapi:item_names.csv
item,Inquiry Mail,Messaggio Chiedi,pokeapi:item_names.csv
item,Insect Plate,Lastrabaco,pokeapi:item_names.csv
item,Instant Noodles,Noodle precotti,pokeapi:item_names.csv
item,Intriguing Stone,Sasso suggestivo,pokeapi:item_names.csv
item,Iron,Ferro,pokeapi:item_names.csv
item,Iron Ball,Ferropalla,pokeapi:item_names.csv
item,Iron Plate,Lastraferro,pokeapi:item_names.csv
item,Item Drop,Lascioggetto,pokeapi:item_names.csv
item,Item Urge,Chiamoggetto,pokeapi:item_names.csv
item,Jaboca Berry,Baccajaba,pokeapi:item_names.csv
item,Jade Orb,Sfera Verde,pokeapi:item_names.csv
item,Jalapeño,Jalapeño,pokeapi:item_names.csv
item,Jam,Confettura di bosco,pokeapi:item_names.csv
item,Jangmo-o Scales,Squama di Jangmo-o,pokeapi:item_names.csv
item,Jaw Fossil,Fossilmascella,pokeapi:item_names.csv
item,Jet Ball,Jet Ball,pokeapi:item_names.csv
item,Jigglypuff Candy,Caramella Jigglypuff,pokeapi:item_names.csv
item,Jolly Mint,Menta Allegra,pokeapi:item_names.csv
item,Journal,Agenda,pokeapi:item_names.csv
item,Jynx Candy,Caramella Jynx,pokeapi:item_names.csv
item,Kabuto Candy,Caramella Kabuto,pokeapi:item_names.csv
item,Kangaskhan Candy,Caramella Kangaskhan,pokeapi:item_names.csv
item,Kangaskhanite,Kangaskhanite,pokeapi:item_names.csv
item,Kasib Berry,Baccacitrus,pokeapi:item_names.csv
item,Kebia Berry,Baccakebia,pokeapi:item_names.csv
item,Kee Berry,Baccalighia,pokeapi:item_names.csv
item,Kelpsy Berry,Baccalga,pokeapi:item_names.csv
item,Ketchup,Ketchup,pokeapi:item_names.csv
item,Key Stone,Pietrachiave,pokeapi:item_names.csv
item,Key to Room 1,Chiave stanza 1,pokeapi:item_names.csv
item,Key to Room 2,Chiave stanza 2,pokeapi:item_names.csv
item,Key to Room 4,Chiave stanza 4,pokeapi:item_names.csv
item,Key to Room 6,Chiave stanza 6,pokeapi:item_names.csv
item,King’s Rock,Roccia di Re,pokeapi:item_names.csv
item,Kiwi,Kiwi,pokeapi:item_names.csv
item,Klawf Claw,Chela di Klawf,pokeapi:item_names.csv
item,Klawf Stick,Surimi di Klawf,pokeapi:item_names.csv
item,Klefki Key,Chiave di Klefki,pokeapi:item_names.csv
item,Koffing Candy,Caramella Koffing,pokeapi:item_names.csv
item,Koffing Gas,Gas di Koffing,pokeapi:item_names.csv
item,Kofu’s Wallet,Portafogli di Algaro,pokeapi:item_names.csv
item,Komala Claw,Artiglio di Komala,pokeapi:item_names.csv
item,Kommonium Z,Kommonium Z,pokeapi:item_names.csv
item,Koraidon’s Poké Ball,Poké Ball Koraidon,pokeapi:item_names.csv
item,Krabby Candy,Caramella Krabby,pokeapi:item_names.csv
item,Kricketot Shell,Esuvia di Kricketot,pokeapi:item_names.csv
item,Lagging Tail,Rallentocoda,pokeapi:item_names.csv
item,Lansat Berry,Baccalangsa,pokeapi:item_names.csv
item,Lapras Candy,Caramella Lapras,pokeapi:item_names.csv
item,Large Leek,Grosso porro,pokeapi:item_names.csv
item,Larvesta Fuzz,Pelo di Larvesta,pokeapi:item_names.csv
item,Larvitar Claw,Artiglio di Larvitar,pokeapi:item_names.csv
item,Latiasite,Latiasite,pokeapi:item_names.csv
item,Latiosite,Latiosite,pokeapi:item_names.csv
item,Lava Cookie,Lavottino,pokeapi:item_names.csv
item,Lax Incense,Distraroma,pokeapi:item_names.csv
item,Lax Mint,Menta Fiacca,pokeapi:item_names.csv
item,Leaden Ball,Megaton Ball,pokeapi:item_names.csv
item,Leader’s Crest,Simbolo del capo,pokeapi:item_names.csv
item,Leaf Letter,Foglialettera,pokeapi:item_names.csv
item,Leaf Stone,Pietrafoglia,pokeapi:item_names.csv
item,Leafy Tablecloth,Tovaglia natura,pokeapi:item_names.csv
item,Lechonk Hair,Pelo di Lechonk,pokeapi:item_names.csv
item,Leek,Gambo,pokeapi:item_names.csv
item,Left Poké Ball,Poké Ball altrui,pokeapi:item_names.csv
item,Leftovers,Avanzi,pokeapi:item_names.csv
item,Legend Plate,Lastraleggenda,pokeapi:item_names.csv
item,Legendary Clue 1,Leggenda 1,pokeapi:item_names.csv
item,Legendary Clue 2,Leggenda 2,pokeapi:item_names.csv
item,Legendary Clue 3,Leggenda 3,pokeapi:item_names.csv
item,Legendary Clue?,Leggenda ?,pokeapi:item_names.csv
item,Lemonade,Lemonsucco,pokeapi:item_names.csv
item,Lens Case,Portalenti,pokeapi:item_names.csv
item,Leppa Berry,Baccamela,pokeapi:item_names.csv
item,Letter,Lettera,pokeapi:item_names.csv
item,Lettuce,Lattuga,pokeapi:item_names.csv
item,Level Ball,Level Ball,pokeapi:item_names.csv
item,Liberty Pass,Liberticket,pokeapi:item_names.csv
item,Lickitung Candy,Caramella Lickitung,pokeapi:item_names.csv
item,Liechi Berry,Baccalici,pokeapi:item_names.csv
item,Life Orb,Assorbisfera,pokeapi:item_names.csv
item,Lift Key,Chiave ascensore,pokeapi:item_names.csv
item,Light Ball,Elettropalla,pokeapi:item_names.csv
item,Light Clay,Creta Luce,pokeapi:item_names.csv
item,Light Stone,Chiarolite,pokeapi:item_names.csv
item,Like Mail,Mess. Sugg.,pokeapi:item_names.csv
item,Lilac Tablecloth,Tovaglia lilla,pokeapi:item_names.csv
item,Linking Cord,Filo dell’unione,pokeapi:item_names.csv
item,Litleo Tuft,Crine di Litleo,pokeapi:item_names.csv
item,Litwick Soot,Fuliggine di Litwick,pokeapi:item_names.csv
item,Loaded Dice,Dado truccato,pokeapi:item_names.csv
item,Lock Capsule,Capsula Scrigno,pokeapi:item_names.csv
item,Lone Earring,Orecchino,pokeapi:item_names.csv
item,Lonely Mint,Menta Schiva,pokeapi:item_names.csv
item,Looker Ticket,Carta Bellocchio,pokeapi:item_names.csv
item,Loot Sack,Bottinosacca,pokeapi:item_names.csv
item,Lopunnite,Lopunnite,pokeapi:item_names.csv
item,Lost Item,Strumento perso,pokeapi:item_names.csv
item,Lotad Leaf,Foglia di Lotad,pokeapi:item_names.csv
item,Love Ball,Love Ball,pokeapi:item_names.csv
item,Love Sweet,Bonboncuore,pokeapi:item_names.csv
item,Lucarionite,Lucarite,pokeapi:item_names.csv
item,Luck Incense,Fortunaroma,pokeapi:item_names.csv
item,Lucky Egg,Fortunuovo,pokeapi:item_names.csv
item,Lucky Punch,Fortunpugno,pokeapi:item_names.csv
item,Lum Berry,Baccaprugna,pokeapi:item_names.csv
item,Luminous Moss,Muschioluce,pokeapi:item_names.csv
item,Lumiose Galette,Pan di Lumi,pokeapi:item_names.csv
item,Lunalium Z,Lunalium Z,pokeapi:item_names.csv
item,Lunar Wing,Alalunare,pokeapi:item_names.csv
item,Lure,Profumo invito,pokeapi:item_names.csv
item,Lure Ball,Esca Ball,pokeapi:item_names.csv
item,Lustrous Globe,Splendisferoide,pokeapi:item_names.csv
item,Lustrous Orb,Splendisfera,pokeapi:item_names.csv
item,Luvdisc Scales,Squama di Luvdisc,pokeapi:item_names.csv
item,Luxury Ball,Chic Ball,pokeapi:item_names.csv
item,Lycanium Z,Lycanrochium Z,pokeapi:item_names.csv
item,Mach Bike,Bici da corsa,pokeapi:item_names.csv
item,Machine Part,Pezzo macch.,pokeapi:item_names.csv
item,Macho Brace,Crescicappa,pokeapi:item_names.csv
item,Machop Candy,Caramella Machop,pokeapi:item_names.csv
item,Magical Heart Pick,Stecchino magicuore,pokeapi:item_names.csv
item,Magical Star Pick,Stecchino magistella,pokeapi:item_names.csv
item,Magikarp Candy,Caramella Magikarp,pokeapi:item_names.csv
item,Magikarp Scales,Squama di Magikarp,pokeapi:item_names.csv
item,Magma Emblem,Stemma Magma,pokeapi:item_names.csv
item,Magma Stone,Magmapietra,pokeapi:item_names.csv
item,Magma Suit,Tuta Magma,pokeapi:item_names.csv
item,Magmar Candy,Caramella Magmar,pokeapi:item_names.csv
item,Magmarizer,Magmatore,pokeapi:item_names.csv
item,Magnemite Candy,Caramella Magnemite,pokeapi:item_names.csv
item,Magnemite Screw,Vite di Magnemite,pokeapi:item_names.csv
item,Magnet,Calamita,pokeapi:item_names.csv
item,Mago Berry,Baccamango,pokeapi:item_names.csv
item,Magost Berry,Baccagostan,pokeapi:item_names.csv
item,Makeup Bag,Trousse,pokeapi:item_names.csv
item,Makuhita Sweat,Sudore di Makuhita,pokeapi:item_names.csv
item,Malicious Armor,Armatura infausta,pokeapi:item_names.csv
item,Manectite,Manectricite,pokeapi:item_names.csv
item,Mankey Candy,Caramella Mankey,pokeapi:item_names.csv
item,Mankey Fur,Pelo di Mankey,pokeapi:item_names.csv
item,Maranga Berry,Baccapane,pokeapi:item_names.csv
item,Marble,Biglia,pokeapi:item_names.csv
item,Mareanie Spike,Aculeo di Mareanie,pokeapi:item_names.csv
item,Mareep Wool,Lana di Mareep,pokeapi:item_names.csv
item,Marill Ball,Palla Marill,pokeapi:item_names.csv
item,Mark Charm,Emblemamuleto,pokeapi:item_names.csv
item,Marmalade,Marmellata,pokeapi:item_names.csv
item,Marshadium Z,Marshadium Z,pokeapi:item_names.csv
item,Maschiff Fang,Zanna di Maschiff,pokeapi:item_names.csv
item,Master Ball,Master Ball,pokeapi:item_names.csv
item,Masterpiece Teacup,Tazza eccezionale,pokeapi:item_names.csv
item,Mawilite,Mawilite,pokeapi:item_names.csv
item,Max Elixir,Elisir Max,pokeapi:item_names.csv
item,Max Ether,Etere Max,pokeapi:item_names.csv
item,Max Honey,Mielemax,pokeapi:item_names.csv
item,Max Lure,Profumo Max,pokeapi:item_names.csv
item,Max Mushrooms,Fungomax,pokeapi:item_names.csv
item,Max Potion,Pozione Max,pokeapi:item_names.csv
item,Max Repel,Repellente Max,pokeapi:item_names.csv
item,Max Revive,Revitalizz. Max,pokeapi:item_names.csv
item,Mayonnaise,Maionese,pokeapi:item_names.csv
item,Meadow Plate,Lastraprato,pokeapi:item_names.csv
item,Mech Mail,Mess. Tecno,pokeapi:item_names.csv
item,Medal Box,Box Premi,pokeapi:item_names.csv
item,Medichamite,Medichamite,pokeapi:item_names.csv
item,Medicine Pocket,Tasca rimedi,pokeapi:item_names.csv
item,Meditite Sweat,Sudore di Meditite,pokeapi:item_names.csv
item,Mega Anchor,Megaancora,pokeapi:item_names.csv
item,Mega Anklet,Megagambale,pokeapi:item_names.csv
item,Mega Bracelet,Megabracciale,pokeapi:item_names.csv
item,Mega Charm,Megaciondolo,pokeapi:item_names.csv
item,Mega Cuff,Megapolsiera,pokeapi:item_names.csv
item,Mega Glasses,Megaocchiali,pokeapi:item_names.csv
item,Mega Glove,Megaguanto,pokeapi:item_names.csv
item,Mega Pendant,Megapendente,pokeapi:item_names.csv
item,Mega Ring,Megacerchio,pokeapi:item_names.csv
item,Mega Stickpin,Megaspilla,pokeapi:item_names.csv
item,Mega Tiara,Megadiadema,pokeapi:item_names.csv
item,Meltan Candy,Caramella Meltan,pokeapi:item_names.csv
item,Member Card,Scheda Soci,pokeapi:item_names.csv
item,Mental Herb,Mentalerba,pokeapi:item_names.csv
item,Meowth Candy,Caramella Meowth,pokeapi:item_names.csv
item,Meowth Fur,Pelo di Meowth,pokeapi:item_names.csv
item,Metagrossite,Metagrossite,pokeapi:item_names.csv
item,Metal Alloy,Metallo composito,pokeapi:item_names.csv
item,Metal Coat,Metalcoperta,pokeapi:item_names.csv
item,Metal Powder,Metalpolvere,pokeapi:item_names.csv
item,Meteorite,Meteorite,pokeapi:item_names.csv
item,Meteorite Shard,Framm. meteorite,pokeapi:item_names.csv
item,Metronome,Plessimetro,pokeapi:item_names.csv
item,Mew Candy,Caramella Mew,pokeapi:item_names.csv
item,Mewnium Z,Mewnium Z,pokeapi:item_names.csv
item,Mewtwo Candy,Caramella Mewtwo,pokeapi:item_names.csv
item,Mewtwonite X,Mewtwoite X,pokeapi:item_names.csv
item,Mewtwonite Y,Mewtwoite Y,pokeapi:item_names.csv
item,Micle Berry,Baccaracolo,pokeapi:item_names.csv
item,Mienfoo Claw,Artiglio di Mienfoo,pokeapi:item_names.csv
item,Mighty Candy,Caramella potenza S,pokeapi:item_names.csv
item,Mighty Candy L,Caramella potenza M,pokeapi:item_names.csv
item,Mighty Candy XL,Caramella potenza L,pokeapi:item_names.csv
item,Mild Mint,Menta Mite,pokeapi:item_names.csv
item,Mimikium Z,Mimikyum Z,pokeapi:item_names.csv
